builder_key,contrast,metric,left_regime,right_regime,left_mean,mean_difference,ci_lower,ci_upper,relative_difference_percent,paired_question_count,display_name,family,parameter_billions,scale_band
gemma3_270m,Incremental: ER+RR−ER,reciprocal_rank,ER,ER+RR,0.3592592592592593,0.014814814814814814,-0.016666666666666666,0.04629629629629629,4.123711340206185,90,Gemma 3 270M,gemma3,0.27,sub_1b
gemma3_270m,Incremental: ER+RR−ER,complete_chain_recall_at_5,ER,ER+RR,0.011111111111111112,0.044444444444444446,0.011111111111111112,0.08888888888888889,400.0,90,Gemma 3 270M,gemma3,0.27,sub_1b
gemma3_1b,Primary: ER+RR−Native,retrieval_hit,Native,ER+RR,0.43333333333333335,0.03333333333333333,-0.05555555555555555,0.12222222222222222,7.6923076923076925,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
gemma3_1b,Primary: ER+RR−Native,retrieval_recall,Native,ER+RR,0.21666666666666662,0.005555555555555556,-0.03981481481481481,0.0528009259259256,2.5641025641025648,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
gemma3_1b,Primary: ER+RR−Native,reciprocal_rank,Native,ER+RR,0.3731481481481481,-0.013888888888888892,-0.08611111111111111,0.06111111111111111,-3.7220843672456585,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
gemma3_1b,Primary: ER+RR−Native,complete_chain_recall_at_5,Native,ER+RR,0.044444444444444446,-0.011111111111111112,-0.044444444444444446,0.022222222222222223,-25.0,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
gemma3_1b,Secondary: ER−Native,retrieval_hit,Native,ER,0.43333333333333335,0.044444444444444446,-0.044444444444444446,0.13333333333333333,10.256410256410257,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
gemma3_1b,Secondary: ER−Native,retrieval_recall,Native,ER,0.21666666666666662,0.01296296296296296,-0.0324074074074074,0.06018518518518519,5.982905982905983,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
gemma3_1b,Secondary: ER−Native,reciprocal_rank,Native,ER,0.3731481481481481,-0.00277777777777778,-0.07592592592592592,0.07222222222222222,-0.7444168734491322,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
gemma3_1b,Secondary: ER−Native,complete_chain_recall_at_5,Native,ER,0.044444444444444446,-0.011111111111111112,-0.044444444444444446,0.022222222222222223,-25.0,90,Gemma 3 1B,gemma3,1.0,1_to_lt4b
